4-train_loss,4-epoch,step,4-val_loss,4-r2score,4-explained_var
1.0282906293869019,0,49,,,
2.830164909362793,0,99,,,
1.1651052236557007,0,149,,,
2.7182836532592773,0,163,,,
,0,163,2.6375558376312256,-0.054957731222252004,0.2850923772405697
1.232146143913269,1,199,,,
1.0268661975860596,1,249,,,
1.634647250175476,1,299,,,
2.2336316108703613,1,327,,,
,1,327,2.0293216705322266,0.14934543448226023,0.3323420859539012
2.072614908218384,2,349,,,
1.5009599924087524,2,399,,,
1.0209541320800781,2,449,,,
2.0604043006896973,2,491,,,
,2,491,2.3513317108154297,0.04138595651192982,0.30780414349362295
2.67702317237854,3,499,,,
0.9847509860992432,3,549,,,
2.7316133975982666,3,599,,,
3.775428533554077,3,649,,,
1.9676412343978882,3,655,,,
,3,655,2.1413767337799072,0.12070757650855003,0.376277532838094
2.2037525177001953,4,699,,,
3.121685743331909,4,749,,,
2.038846015930176,4,799,,,
1.9819788932800293,4,819,,,
,4,819,2.00460147857666,0.17031011840254767,0.40406958093667195
1.8144538402557373,5,849,,,
1.1626893281936646,5,899,,,
1.5494487285614014,5,949,,,
1.9208492040634155,5,983,,,
,5,983,1.9228079319000244,0.19336746536402627,0.4122235913195016
2.1000735759735107,6,999,,,
1.4475289583206177,6,1049,,,
2.775381088256836,6,1099,,,
1.8511433601379395,6,1147,,,
,6,1147,2.094160556793213,0.1287254514268521,0.3940930343035647
3.249788284301758,7,1149,,,
1.4541959762573242,7,1199,,,
2.235295534133911,7,1249,,,
0.6918607950210571,7,1299,,,
1.9004839658737183,7,1311,,,
,7,1311,1.815899133682251,0.23056963977741787,0.4215063924988998
1.1485506296157837,8,1349,,,
1.5467442274093628,8,1399,,,
2.45011830329895,8,1449,,,
1.853956937789917,8,1475,,,
,8,1475,1.763181447982788,0.24803899801892024,0.43331195331388345
1.2008315324783325,9,1499,,,
0.8491403460502625,9,1549,,,
0.5726097822189331,9,1599,,,
1.801530361175537,9,1639,,,
,9,1639,1.890689730644226,0.20318573053137814,0.4186703111482743
1.8016966581344604,10,1649,,,
1.424412727355957,10,1699,,,
1.7414193153381348,10,1749,,,
4.667580604553223,10,1799,,,
1.799626111984253,10,1803,,,
,10,1803,1.8230512142181396,0.2240557574913306,0.3997033211085733
2.189187526702881,11,1849,,,
1.629155158996582,11,1899,,,
1.1260079145431519,11,1949,,,
1.768418788909912,11,1967,,,
,11,1967,1.882969617843628,0.20854610142605917,0.42605015737003116
