3-train_loss,3-epoch,step,3-val_loss,3-r2score,3-explained_var
1.0940158367156982,0,49,,,
3.4808006286621094,0,99,,,
0.9726237654685974,0,149,,,
2.6903209686279297,0,163,,,
,0,163,2.8570399284362793,-0.18876845021455083,0.3344021906851254
1.6168577671051025,1,199,,,
1.1286669969558716,1,249,,,
3.3970491886138916,1,299,,,
2.268197774887085,1,327,,,
,1,327,2.555549383163452,-0.06825582937846876,0.36341422916882987
2.3175644874572754,2,349,,,
1.4626526832580566,2,399,,,
0.9676060676574707,2,449,,,
2.1139163970947266,2,491,,,
,2,491,2.413433074951172,-0.007191660851259755,0.3830358889737029
2.364257335662842,3,499,,,
1.0946038961410522,3,549,,,
2.6550774574279785,3,599,,,
4.373076438903809,3,649,,,
2.0676324367523193,3,655,,,
,3,655,2.2998547554016113,0.03966100336513474,0.3670276503691603
2.0998263359069824,4,699,,,
4.0278801918029785,4,749,,,
0.7933878302574158,4,799,,,
2.022810697555542,4,819,,,
,4,819,2.1162543296813965,0.12058800334452906,0.4035640446038948
1.3598871231079102,5,849,,,
1.8117895126342773,5,899,,,
1.2665828466415405,5,949,,,
1.9827334880828857,5,983,,,
,5,983,1.9593851566314697,0.1857888955434551,0.4247895707834678
1.7984521389007568,6,999,,,
1.1566811800003052,6,1049,,,
2.1660678386688232,6,1099,,,
1.950762391090393,6,1147,,,
,6,1147,2.0439231395721436,0.1446814257323962,0.4073677074417641
2.69527268409729,7,1149,,,
1.2921408414840698,7,1199,,,
2.735603094100952,7,1249,,,
0.6888555288314819,7,1299,,,
1.8484232425689697,7,1311,,,
,7,1311,1.9989317655563354,0.1657275355306037,0.41984216602291885
1.0341739654541016,8,1349,,,
1.6666818857192993,8,1399,,,
2.4189603328704834,8,1449,,,
1.8771026134490967,8,1475,,,
,8,1475,2.0250930786132812,0.15485624911906432,0.4217958602647936
