4-train_loss,4-epoch,step,4-val_loss,4-r2score,4-explained_var
1.3685636520385742,0,49,,,
1.7539142370224,0,99,,,
1.0662227869033813,0,149,,,
2.649873971939087,0,163,,,
,0,163,1.4112632274627686,0.540157148869095,0.5973321333533864
1.1097863912582397,1,199,,,
0.9580393433570862,1,249,,,
1.1226744651794434,1,299,,,
1.3129899501800537,1,327,,,
,1,327,1.3273574113845825,0.563558036920823,0.6277134919829471
1.6658682823181152,2,349,,,
1.484351634979248,2,399,,,
2.0335166454315186,2,449,,,
1.2214021682739258,2,491,,,
,2,491,1.3156622648239136,0.5672741772143903,0.6231605506303358
1.1702837944030762,3,499,,,
1.040246844291687,3,549,,,
1.1528698205947876,3,599,,,
1.256003737449646,3,649,,,
1.1879527568817139,3,655,,,
,3,655,1.298638105392456,0.5775256100173436,0.6311044125142627
1.0986658334732056,4,699,,,
0.6161801815032959,4,749,,,
0.7713256478309631,4,799,,,
1.1530227661132812,4,819,,,
,4,819,1.2447428703308105,0.5980349945810087,0.6247808182265515
0.6806287169456482,5,849,,,
1.1703033447265625,5,899,,,
1.1470052003860474,5,949,,,
1.1359754800796509,5,983,,,
,5,983,1.2239247560501099,0.6057620106817194,0.6264859617750449
0.6750693321228027,6,999,,,
0.8418890833854675,6,1049,,,
2.0934219360351562,6,1099,,,
1.111064076423645,6,1147,,,
,6,1147,1.2392048835754395,0.5968139525104976,0.6339529493721547
1.0820667743682861,7,1149,,,
1.7725656032562256,7,1199,,,
0.8558509945869446,7,1249,,,
1.1446309089660645,7,1299,,,
1.0881764888763428,7,1311,,,
,7,1311,1.1997953653335571,0.6146061024643407,0.6332529918661409
0.8952824473381042,8,1349,,,
1.1773996353149414,8,1399,,,
0.8014901280403137,8,1449,,,
1.124668002128601,8,1475,,,
,8,1475,1.2312781810760498,0.6046972948511663,0.6285769576295542
1.147058129310608,9,1499,,,
1.2202906608581543,9,1549,,,
0.9620479345321655,9,1599,,,
1.087425708770752,9,1639,,,
,9,1639,1.2348624467849731,0.604030774697752,0.6226391628554122
2.495198965072632,10,1649,,,
0.7584859132766724,10,1699,,,
1.0525997877120972,10,1749,,,
0.7361652851104736,10,1799,,,
1.084243655204773,10,1803,,,
,10,1803,1.2711799144744873,0.5906440048725068,0.6338745493216725
