3-train_loss,3-epoch,step,3-val_loss,3-r2score,3-explained_var
1.3061470985412598,0,49,,,
1.850724458694458,0,99,,,
1.1302540302276611,0,149,,,
2.8358840942382812,0,163,,,
,0,163,1.3555911779403687,0.5589380009411042,0.6048431089855281
1.367314100265503,1,199,,,
1.1129056215286255,1,249,,,
1.1464323997497559,1,299,,,
1.301737666130066,1,327,,,
,1,327,1.1961230039596558,0.6119475910349547,0.6350104912393816
1.2943837642669678,2,349,,,
1.6613867282867432,2,399,,,
1.985937476158142,2,449,,,
1.2178221940994263,2,491,,,
,2,491,1.260213851928711,0.5897921068408435,0.6123943961330718
2.1732993125915527,3,499,,,
0.8328734636306763,3,549,,,
1.7984158992767334,3,599,,,
1.3883600234985352,3,649,,,
1.235543966293335,3,655,,,
,3,655,1.2280634641647339,0.5978047478817324,0.6213907595747179
1.07869291305542,4,699,,,
0.8937945365905762,4,749,,,
0.8591330051422119,4,799,,,
1.1841739416122437,4,819,,,
,4,819,1.147655963897705,0.6260521533353596,0.6453870761866731
0.782132089138031,5,849,,,
0.9191124439239502,5,899,,,
1.6544077396392822,5,949,,,
1.148951768875122,5,983,,,
,5,983,1.2287622690200806,0.5999927618257518,0.6197245841703456
0.5593684315681458,6,999,,,
1.146740198135376,6,1049,,,
1.5432075262069702,6,1099,,,
1.1541955471038818,6,1147,,,
,6,1147,1.2464330196380615,0.5915147491516365,0.6280580855450447
1.080267071723938,7,1149,,,
2.0158398151397705,7,1199,,,
1.3630120754241943,7,1249,,,
2.134535551071167,7,1299,,,
1.1642210483551025,7,1311,,,
,7,1311,1.1841994524002075,0.6129999184551292,0.6387980063551372
